"RelativePath","FullPath","Name","Extension","Directory","SizeBytes","SizeKB","LastWrite"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M026\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M026\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M026","1745","1.7","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M026\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M026\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M026","145","0.14","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M026\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M026\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M026","691","0.67","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M026\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M026\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M026","619","0.6","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M026\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M026\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M026","7849","7.67","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M027\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M027\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M027","1745","1.7","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M027\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M027\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M027","145","0.14","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M027\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M027\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M027","710","0.69","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M027\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M027\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M027","619","0.6","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M027\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M027\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M027","9042","8.83","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M028\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M028\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M028","1745","1.7","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M028\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M028\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M028","145","0.14","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M028\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M028\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M028","734","0.72","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M028\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M028\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M028","619","0.6","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M028\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M028\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M028","8370","8.17","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M029\.vibecheck\registry-cache.json","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M029\.vibecheck\registry-cache.json","registry-cache.json",".json","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M029\.vibecheck","2","0","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M029\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M029\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M029","1745","1.7","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M029\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M029\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M029","145","0.14","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M029\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M029\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M029","731","0.71","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M029\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M029\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M029","619","0.6","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M029\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M029\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M029","6793","6.63","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M030\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M030\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M030","4022","3.93","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M030\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M030\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M030","145","0.14","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M030\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M030\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M030","840","0.82","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M030\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M030\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M030","1429","1.4","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M030\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M030\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M030","17807","17.39","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031\.vibecheck\registry-cache.json","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031\.vibecheck\registry-cache.json","registry-cache.json",".json","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031\.vibecheck","2","0","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031","1482","1.45","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031","524","0.51","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031\model.sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031\model.sql","model.sql",".sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031","2277","2.22","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031","345","0.34","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031","451","0.44","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031","9933","9.7","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032\.vibecheck\registry-cache.json","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032\.vibecheck\registry-cache.json","registry-cache.json",".json","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032\.vibecheck","2","0","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032","825","0.81","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032","425","0.42","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032\model.sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032\model.sql","model.sql",".sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032","1779","1.74","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032","374","0.37","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032","352","0.34","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M032","8182","7.99","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M041\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M041\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M041","1137","1.11","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M041\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M041\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M041","480","0.47","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M041\model.sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M041\model.sql","model.sql",".sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M041","1805","1.76","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M041\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M041\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M041","364","0.36","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M041\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M041\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M041","407","0.4","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M041\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M041\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M041","8951","8.74","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M042\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M042\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M042","1528","1.49","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M042\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M042\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M042","562","0.55","30-08-2026 13:10:11"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M042\model.sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M042\model.sql","model.sql",".sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M042","2060","2.01","30-08-2026 13:10:11"
