"File","Type","Severity","Evidence","Lines","SizeBytes"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\database\optimization\query_optimizer.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","621","17360"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\database\pool.js","PLACEHOLDER;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","PLACEHOLDER | CONSTANT_RETURN | EMPTY_BLOCK","2282","99454"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\database\security\database_security.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","725","20617"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\database\seed.js","PLACEHOLDER","HIGH","PLACEHOLDER","82","2715"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\database\transactions\transaction_manager.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","625","17545"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\index.js","PLACEHOLDER;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","PLACEHOLDER | CONSTANT_RETURN | EMPTY_BLOCK","1317","73067"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\compliance.js","NOT_IMPLEMENTED;NOT_IMPLEMENTED_TEXT;EMPTY_BLOCK","HIGH","NOT_IMPLEMENTED | NOT_IMPLEMENTED_TEXT | EMPTY_BLOCK","279","8156"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\dual-use\mfaMiddleware.js","PLACEHOLDER;CONSTANT_RETURN","HIGH","PLACEHOLDER | CONSTANT_RETURN","155","3731"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\errorHandler.js","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","681","19119"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\rateLimit.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","430","11362"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\requestId.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","251","6505"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\requestLogger.js","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","409","10461"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\validation.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","699","19516"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M002\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","281","7975"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M003\service.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","333","8928"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M007\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","99"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M008\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","99"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M009\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","96"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M010\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","96"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M010\service.js","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","475","15539"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M011\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","91"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M011\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","322","10213"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M013\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","447","15992"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M014\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","91"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M014\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","450","13990"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M016\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","90"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M018\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","92"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M019\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","94"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M020\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","94"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M020\service.js","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","442","13220"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M022\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","715","21508"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M023\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","867","27036"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M024\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","327","10961"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M025\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","237","7835"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M031\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","329","9933"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M046\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","90"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M052\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","451","12973"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M053\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","411","11649"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M074\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","96"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M075\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","97"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M076\service.js","PLACEHOLDER;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","PLACEHOLDER | CONSTANT_RETURN | EMPTY_BLOCK","419","13142"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M077\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","435","14237"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M078\service.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","406","13133"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M079\service.js","PLACEHOLDER;IMPLEMENTATION_ERROR_STUB;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","PLACEHOLDER | IMPLEMENTATION_ERROR_STUB | CONSTANT_RETURN | EMPTY_BLOCK","495","15605"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M080\service.js","PLACEHOLDER;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","PLACEHOLDER | CONSTANT_RETURN | EMPTY_BLOCK","543","16494"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M081\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","671","18357"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M082\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","770","20988"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M083\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","727","21773"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M084\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","606","17963"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M085\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","457","12446"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M086\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","556","15035"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M087\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","602","17243"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M101\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","436","12000"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M102\service.js","IMPLEMENTATION_ERROR_STUB;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","IMPLEMENTATION_ERROR_STUB | CONSTANT_RETURN | EMPTY_BLOCK","447","13227"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M103\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","423","12506"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M104\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","433","12313"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M107\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","487","15192"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M109\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","450","12655"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M110\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","102"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M110\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","476","14863"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M122\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","545","16236"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M123\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","445","12556"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M127\service.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","406","11696"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M132\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","91"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M141\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","94"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\modules\M144\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","618","23354"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\routes\aiGatewayRoutes.js","NOT_IMPLEMENTED;NOT_IMPLEMENTED_TEXT","HIGH","NOT_IMPLEMENTED | NOT_IMPLEMENTED_TEXT","32","1545"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\routes\claude\backendModuleBridge.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","93","4040"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\routes\dual-use\mfaRoutes.js","PLACEHOLDER;CONSTANT_RETURN","HIGH","PLACEHOLDER | CONSTANT_RETURN","188","4773"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\routes\energyRoutes.js","PLACEHOLDER","HIGH","PLACEHOLDER","258","7307"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\routes\enterpriseAIRoutes.js","NOT_IMPLEMENTED;NOT_IMPLEMENTED_TEXT;EMPTY_BLOCK","HIGH","NOT_IMPLEMENTED | NOT_IMPLEMENTED_TEXT | EMPTY_BLOCK","296","13790"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\routes\foodRoutes.js","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","292","7667"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\routes\hrRoutes.js","PLACEHOLDER","HIGH","PLACEHOLDER","161","4821"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\routes\logisticsEnhancementRoutes.js","NOT_IMPLEMENTED;NOT_IMPLEMENTED_TEXT","HIGH","NOT_IMPLEMENTED | NOT_IMPLEMENTED_TEXT","333","12420"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\routes\platformCoreRoutes.js","NOT_IMPLEMENTED;NOT_IMPLEMENTED_TEXT","HIGH","NOT_IMPLEMENTED | NOT_IMPLEMENTED_TEXT","152","5431"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\routes\visionRoutes.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","129","4562"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\aiAgentService.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","483","14821"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\claude\aiCollaborationService.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","390","11295"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\dual-use\authService.js","PLACEHOLDER;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","PLACEHOLDER | CONSTANT_RETURN | EMPTY_BLOCK","1316","39604"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\dual-use\mfaService.js","PLACEHOLDER;CONSTANT_RETURN","HIGH","PLACEHOLDER | CONSTANT_RETURN","149","3296"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\dual-use\platformCoreService.js","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","172","5716"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\aiAgenticCompanionService.js","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","861","26413"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\aiBrainService.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","506","15665"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\aiCopilotService.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","675","28272"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\aiOperationIntelligenceService.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","607","19586"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\aiOrchestrationService.js","PLACEHOLDER;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","PLACEHOLDER | CONSTANT_RETURN | EMPTY_BLOCK","118","3087"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\aiSelfHealingService.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","685","20153"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\aiService.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","717","23586"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\analyticsMonitoringService.js","PLACEHOLDER;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","PLACEHOLDER | CONSTANT_RETURN | EMPTY_BLOCK","430","13766"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\backupService.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","335","10571"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\biodiversityService.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","897","30529"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\blockchainTraceabilityService.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","744","24802"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\completeAIIntegrationService.js","PLACEHOLDER;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","PLACEHOLDER | CONSTANT_RETURN | EMPTY_BLOCK","1355","43361"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\digitalProductPassportService.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","1060","35108"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\digitalTwinService.js","PLACEHOLDER;CONSTANT_RETURN","HIGH","PLACEHOLDER | CONSTANT_RETURN","834","27468"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\dynamicPricingService.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","1092","43132"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\ecommerceBusinessSalesService.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","667","20858"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\ecommerceIntegrationService.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","850","26766"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\escrowService.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","339","9413"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\farmerTrainingService.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","793","24171"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\foodSafetyService.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","958","31828"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\formService.js","PLACEHOLDER;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","PLACEHOLDER | CONSTANT_RETURN | EMPTY_BLOCK","444","14551"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\governmentSchemeService.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","948","29994"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\greenhouseService.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","543","16371"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\hrService.js","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","913","32169"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\indigenousKnowledgeService.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","826","26446"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\informationSharingService.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","623","17733"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\institutionalProcurementService.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","921","32717"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\insuranceClaimsService.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","607","18767"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\iotSensorService.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","722","21913"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\knowledgeGraphService.js","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","412","12577"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\knowledgeService.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","835","23741"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\millCircuitService.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","217","8995"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\multilingualService.js","PLACEHOLDER;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","PLACEHOLDER | CONSTANT_RETURN | EMPTY_BLOCK","821","28153"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\offlinePaymentService.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","717","21857"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\offlineSyncService.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","871","26104"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\omnichannelAIService.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","790","24925"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\organizationManagementService.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","543","16609"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\platformConfigurationService.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","537","16605"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\platformTelemetryService.js","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","91","3789"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\preSeasonOrderService.js","NOT_IMPLEMENTED;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","NOT_IMPLEMENTED | CONSTANT_RETURN | EMPTY_BLOCK","793","23612"
