feature,source,original_path,proposed_merge_lab_path,result
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M135/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__cd7b2d5ca354__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M140/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__ddf3ff2db53b__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M147/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__b864acdbbd6d__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M135/index.js,_MERGE_LAB/features/backend-index/backend-current__cd7b2d5ca354__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M140/index.js,_MERGE_LAB/features/backend-index/backend-current__ddf3ff2db53b__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M147/index.js,_MERGE_LAB/features/backend-index/backend-current__b864acdbbd6d__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M075/index.js,_MERGE_LAB/features/support-index/claude__4f04ab675ed0__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M135/index.js,_MERGE_LAB/features/support-index/claude__cd7b2d5ca354__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M140/index.js,_MERGE_LAB/features/support-index/claude__ddf3ff2db53b__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M147/index.js,_MERGE_LAB/features/support-index/claude__b864acdbbd6d__index.js,skip-already-copied
support-index,node_modules,node_modules/function-bind/index.js,_MERGE_LAB/features/support-index/node-modules__12fa1b92429d__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M095/index.js,_MERGE_LAB/features/support-index/claude__c515f03d74b0__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M096/index.js,_MERGE_LAB/features/support-index/claude__67085855bc05__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M112/index.js,_MERGE_LAB/features/support-index/claude__027d9dc5b50d__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M134/index.js,_MERGE_LAB/features/support-index/claude__205842733a47__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M142/index.js,_MERGE_LAB/features/support-index/claude__6ad69d8d5830__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M145/index.js,_MERGE_LAB/features/support-index/claude__1d0b9b55fffd__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M095/index.js,_MERGE_LAB/features/support-index/claude__c515f03d74b0__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M096/index.js,_MERGE_LAB/features/support-index/claude__67085855bc05__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M112/index.js,_MERGE_LAB/features/support-index/claude__027d9dc5b50d__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M134/index.js,_MERGE_LAB/features/support-index/claude__205842733a47__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M142/index.js,_MERGE_LAB/features/support-index/claude__6ad69d8d5830__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M145/index.js,_MERGE_LAB/features/support-index/claude__1d0b9b55fffd__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M095/index.js,_MERGE_LAB/features/support-index/claude__c515f03d74b0__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M096/index.js,_MERGE_LAB/features/support-index/claude__67085855bc05__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M112/index.js,_MERGE_LAB/features/support-index/claude__027d9dc5b50d__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M134/index.js,_MERGE_LAB/features/support-index/claude__205842733a47__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M142/index.js,_MERGE_LAB/features/support-index/claude__6ad69d8d5830__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M145/index.js,_MERGE_LAB/features/support-index/claude__1d0b9b55fffd__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M095/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__c515f03d74b0__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M096/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__67085855bc05__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M112/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__027d9dc5b50d__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M134/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__205842733a47__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M142/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__6ad69d8d5830__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M145/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__1d0b9b55fffd__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M095/index.js,_MERGE_LAB/features/backend-index/backend-current__c515f03d74b0__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M096/index.js,_MERGE_LAB/features/backend-index/backend-current__67085855bc05__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M112/index.js,_MERGE_LAB/features/backend-index/backend-current__027d9dc5b50d__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M134/index.js,_MERGE_LAB/features/backend-index/backend-current__205842733a47__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M142/index.js,_MERGE_LAB/features/backend-index/backend-current__6ad69d8d5830__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M145/index.js,_MERGE_LAB/features/backend-index/backend-current__1d0b9b55fffd__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M009/index.js,_MERGE_LAB/features/support-index/claude__b021dbf2d9a7__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M010/index.js,_MERGE_LAB/features/support-index/claude__4f5c29eed226__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M074/index.js,_MERGE_LAB/features/support-index/claude__1cb5dcffe5d0__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M095/index.js,_MERGE_LAB/features/support-index/claude__c515f03d74b0__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M096/index.js,_MERGE_LAB/features/support-index/claude__67085855bc05__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M112/index.js,_MERGE_LAB/features/support-index/claude__027d9dc5b50d__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M134/index.js,_MERGE_LAB/features/support-index/claude__205842733a47__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M142/index.js,_MERGE_LAB/features/support-index/claude__6ad69d8d5830__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M145/index.js,_MERGE_LAB/features/support-index/claude__1d0b9b55fffd__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M088/index.js,_MERGE_LAB/features/support-index/claude__6c4262a3f770__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M129/index.js,_MERGE_LAB/features/support-index/claude__5ccc9fee912e__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M130/index.js,_MERGE_LAB/features/support-index/claude__61f54d3a9f6e__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M133/index.js,_MERGE_LAB/features/support-index/claude__bf77be70683d__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M088/index.js,_MERGE_LAB/features/support-index/claude__6c4262a3f770__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M129/index.js,_MERGE_LAB/features/support-index/claude__5ccc9fee912e__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M130/index.js,_MERGE_LAB/features/support-index/claude__61f54d3a9f6e__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M133/index.js,_MERGE_LAB/features/support-index/claude__bf77be70683d__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M088/index.js,_MERGE_LAB/features/support-index/claude__6c4262a3f770__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M129/index.js,_MERGE_LAB/features/support-index/claude__5ccc9fee912e__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M130/index.js,_MERGE_LAB/features/support-index/claude__61f54d3a9f6e__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M133/index.js,_MERGE_LAB/features/support-index/claude__bf77be70683d__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M088/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__6c4262a3f770__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M129/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__5ccc9fee912e__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M130/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__61f54d3a9f6e__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M133/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__bf77be70683d__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M088/index.js,_MERGE_LAB/features/backend-index/backend-current__6c4262a3f770__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M129/index.js,_MERGE_LAB/features/backend-index/backend-current__5ccc9fee912e__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M130/index.js,_MERGE_LAB/features/backend-index/backend-current__61f54d3a9f6e__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M133/index.js,_MERGE_LAB/features/backend-index/backend-current__bf77be70683d__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M088/index.js,_MERGE_LAB/features/support-index/claude__6c4262a3f770__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M129/index.js,_MERGE_LAB/features/support-index/claude__5ccc9fee912e__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M130/index.js,_MERGE_LAB/features/support-index/claude__61f54d3a9f6e__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M133/index.js,_MERGE_LAB/features/support-index/claude__bf77be70683d__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M066/index.js,_MERGE_LAB/features/support-index/claude__f6c4a375ea5c__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M066/index.js,_MERGE_LAB/features/support-index/claude__f6c4a375ea5c__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M066/index.js,_MERGE_LAB/features/support-index/claude__f6c4a375ea5c__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M066/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__f6c4a375ea5c__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M066/index.js,_MERGE_LAB/features/backend-index/backend-current__f6c4a375ea5c__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M019/index.js,_MERGE_LAB/features/support-index/claude__33f0ad14c5c2__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M020/index.js,_MERGE_LAB/features/support-index/claude__6bea40072973__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M066/index.js,_MERGE_LAB/features/support-index/claude__f6c4a375ea5c__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M141/index.js,_MERGE_LAB/features/support-index/claude__1e67a71873cb__index.js,skip-already-copied
